year,source,geo_type,name,Total,White,Black,Hispanic,state_fips,county_fips,place_fips
2017,acs5,county,"Harrison County, Missouri",8615,8231,67,182,29,081,
2017,acs5,county,"Henry County, Missouri",21834,20521,317,486,29,083,
2017,acs5,county,"Hickory County, Missouri",9352,8913,6,144,29,085,
2017,acs5,county,"Holt County, Missouri",4499,4336,14,16,29,087,
2017,acs5,county,"Howard County, Missouri",10144,9206,514,147,29,089,
2017,acs5,county,"Howell County, Missouri",40139,37931,130,823,29,091,
2017,acs5,county,"Iron County, Missouri",10286,9719,159,180,29,093,
2017,acs5,county,"Jackson County, Missouri",688554,430411,161236,60846,29,095,
2017,acs5,county,"Jasper County, Missouri",118522,100385,2447,9114,29,097,
2017,acs5,county,"Jefferson County, Missouri",222639,210764,2229,4108,29,099,
2017,acs5,county,"Johnson County, Missouri",53941,46474,2445,2203,29,101,
2017,acs5,county,"Knox County, Missouri",3976,3836,16,39,29,103,
2017,acs5,county,"Laclede County, Missouri",35488,33297,188,819,29,105,
2017,acs5,county,"Lafayette County, Missouri",32655,30113,662,887,29,107,
2017,acs5,county,"Lawrence County, Missouri",38131,34205,222,2730,29,109,
2017,acs5,county,"Lewis County, Missouri",10078,9349,297,176,29,111,
2017,acs5,county,"Lincoln County, Missouri",54800,51157,1022,1281,29,113,
2017,acs5,county,"Linn County, Missouri",12248,11644,48,254,29,115,
2017,acs5,county,"Livingston County, Missouri",15025,13967,416,250,29,117,
2017,acs5,county,"Macon County, Missouri",15319,14397,346,196,29,121,
2017,acs5,county,"Madison County, Missouri",12226,11603,116,286,29,123,
2017,acs5,county,"Maries County, Missouri",8959,8580,34,226,29,125,
2017,acs5,county,"Marion County, Missouri",28703,25891,1396,465,29,127,
2017,acs5,county,"McDonald County, Missouri",22753,17838,418,2631,29,119,
2017,acs5,county,"Mercer County, Missouri",3669,3516,15,63,29,129,
2017,acs5,county,"Miller County, Missouri",24947,23712,95,451,29,131,
2017,acs5,county,"Mississippi County, Missouri",13916,9986,3319,277,29,133,
2017,acs5,county,"Moniteau County, Missouri",15904,14259,545,729,29,135,
2017,acs5,county,"Monroe County, Missouri",8676,8098,299,135,29,137,
2017,acs5,county,"Montgomery County, Missouri",11618,10968,168,207,29,139,
2017,acs5,county,"Morgan County, Missouri",20097,18977,168,429,29,141,
2017,acs5,county,"New Madrid County, Missouri",18030,14433,2884,317,29,143,
2017,acs5,county,"Newton County, Missouri",58237,50367,530,2994,29,145,
2017,acs5,county,"Nodaway County, Missouri",22744,21106,594,365,29,147,
2017,acs5,county,"Oregon County, Missouri",10779,10164,19,176,29,149,
2017,acs5,county,"Osage County, Missouri",13610,13275,89,106,29,151,
2017,acs5,county,"Ozark County, Missouri",9328,8923,4,160,29,153,
2017,acs5,county,"Pemiscot County, Missouri",17344,11948,4639,421,29,155,
2017,acs5,county,"Perry County, Missouri",19135,18295,58,407,29,157,
2017,acs5,county,"Pettis County, Missouri",42309,36084,1203,3626,29,159,
2017,acs5,county,"Phelps County, Missouri",44873,39974,1125,1086,29,161,
2017,acs5,county,"Pike County, Missouri",18517,16359,1098,407,29,163,
2017,acs5,county,"Platte County, Missouri",96899,79450,6347,5601,29,165,
2017,acs5,county,"Polk County, Missouri",31347,29441,197,726,29,167,
2017,acs5,county,"Pulaski County, Missouri",53132,36969,6241,5770,29,169,
2017,acs5,county,"Putnam County, Missouri",4846,4672,22,53,29,171,
2017,acs5,county,"Ralls County, Missouri",10208,9775,128,127,29,173,
2017,acs5,county,"Randolph County, Missouri",24987,22243,1424,491,29,175,
2017,acs5,county,"Ray County, Missouri",22859,21478,351,534,29,177,
2017,acs5,county,"Reynolds County, Missouri",6361,6003,116,89,29,179,
2017,acs5,county,"Ripley County, Missouri",13807,13160,32,177,29,181,
2017,acs5,county,"Saline County, Missouri",23010,18652,1080,2231,29,195,
2017,acs5,county,"Schuyler County, Missouri",4450,4328,37,32,29,197,
2017,acs5,county,"Scotland County, Missouri",4883,4762,82,14,29,199,
2017,acs5,county,"Scott County, Missouri",38858,32491,4441,838,29,201,
2017,acs5,county,"Shannon County, Missouri",8273,7795,7,150,29,203,
2017,acs5,county,"Shelby County, Missouri",6084,5832,121,104,29,205,
2017,acs5,county,"St. Charles County, Missouri",385115,337826,16344,12163,29,183,
2017,acs5,county,"St. Clair County, Missouri",9396,8880,80,98,29,185,
2017,acs5,county,"St. Francois County, Missouri",66248,60963,2873,993,29,187,
2017,acs5,county,"St. Louis County, Missouri",999539,668690,236515,27784,29,189,
2017,acs5,county,"St. Louis city, Missouri",314867,135150,149456,12280,29,510,
2017,acs5,county,"Ste. Genevieve County, Missouri",17882,17112,456,194,29,186,
2017,acs5,county,"Stoddard County, Missouri",29634,28344,451,488,29,207,
2017,acs5,county,"Stone County, Missouri",31529,29988,50,662,29,209,
2017,acs5,county,"Sullivan County, Missouri",6382,4946,115,1180,29,211,
2017,acs5,county,"Taney County, Missouri",54308,48539,548,3019,29,213,
2017,acs5,county,"Texas County, Missouri",25714,23452,511,525,29,215,
2017,acs5,county,"Vernon County, Missouri",20665,19454,219,426,29,217,
2017,acs5,county,"Warren County, Missouri",33554,30873,779,1080,29,219,
2017,acs5,county,"Washington County, Missouri",24968,23571,594,320,29,221,
2017,acs5,county,"Wayne County, Missouri",13369,12738,81,217,29,223,
2017,acs5,county,"Webster County, Missouri",37558,35505,452,733,29,225,
2017,acs5,county,"Worth County, Missouri",2053,1986,6,24,29,227,
2017,acs5,county,"Wright County, Missouri",18304,17445,108,313,29,229,
2017,acs5,place,"Adrian city, Missouri",1859,1768,13,21,29,,00244
2017,acs5,place,"Advance city, Missouri",1355,1321,0,34,29,,00262
2017,acs5,place,"Affton CDP, Missouri",21704,19397,773,448,29,,00280
2017,acs5,place,"Agency village, Missouri",934,783,14,30,29,,00298
2017,acs5,place,"Airport Drive village, Missouri",792,735,0,5,29,,00424
2017,acs5,place,"Alba city, Missouri",566,556,2,0,29,,00496
2017,acs5,place,"Albany city, Missouri",2157,2028,38,9,29,,00514
2017,acs5,place,"Aldrich village, Missouri",62,57,0,0,29,,00568
2017,acs5,place,"Alexandria city, Missouri",112,99,11,0,29,,00604
2017,acs5,place,"Allendale village, Missouri",62,62,0,0,29,,00712
2017,acs5,place,"Allenville village, Missouri",96,90,0,5,29,,00748
2017,acs5,place,"Alma city, Missouri",412,401,0,6,29,,00802
2017,acs5,place,"Altamont village, Missouri",203,181,0,0,29,,00910
2017,acs5,place,"Altenburg city, Missouri",460,460,0,0,29,,00928
2017,acs5,place,"Alton city, Missouri",586,570,11,0,29,,00964
2017,acs5,place,"Amazonia village, Missouri",249,236,0,0,29,,01018
2017,acs5,place,"Amity town, Missouri",27,27,0,0,29,,01054
2017,acs5,place,"Amoret city, Missouri",178,172,0,6,29,,01072
2017,acs5,place,"Amsterdam city, Missouri",226,217,0,4,29,,01090
2017,acs5,place,"Anderson city, Missouri",2406,1499,35,445,29,,01198
2017,acs5,place,"Annada village, Missouri",47,45,0,0,29,,01252
2017,acs5,place,"Annapolis city, Missouri",428,394,8,13,29,,01270
2017,acs5,place,"Anniston town, Missouri",172,162,2,5,29,,01288
2017,acs5,place,"Appleton City city, Missouri",1230,1132,9,15,29,,01522
2017,acs5,place,"Arbela town, Missouri",47,47,0,0,29,,01576
2017,acs5,place,"Arbyrd city, Missouri",480,392,0,79,29,,01630
2017,acs5,place,"Arcadia city, Missouri",653,616,0,12,29,,01648
2017,acs5,place,"Archie city, Missouri",1337,1267,0,31,29,,01702
2017,acs5,place,"Arcola village, Missouri",101,101,0,0,29,,01720
2017,acs5,place,"Argyle town, Missouri",216,216,0,0,29,,01828
2017,acs5,place,"Arkoe town, Missouri",44,44,0,0,29,,01864
2017,acs5,place,"Armstrong city, Missouri",271,236,5,18,29,,01954
2017,acs5,place,"Arnold city, Missouri",21102,20351,67,388,29,,01972
2017,acs5,place,"Arrow Point village, Missouri",147,131,0,8,29,,02034
2017,acs5,place,"Arrow Rock town, Missouri",45,45,0,0,29,,02044
2017,acs5,place,"Asbury city, Missouri",186,167,0,15,29,,02098
2017,acs5,place,"Ash Grove city, Missouri",1607,1528,12,26,29,,02188
2017,acs5,place,"Ashburn town, Missouri",19,19,0,0,29,,02152
2017,acs5,place,"Ashland city, Missouri",3893,3655,23,61,29,,02242
2017,acs5,place,"Ashley CDP, Missouri",29,29,0,0,29,,02260
2017,acs5,place,"Atlanta city, Missouri",516,475,6,18,29,,02422
2017,acs5,place,"Augusta town, Missouri",271,266,0,5,29,,02512
2017,acs5,place,"Aullville village, Missouri",110,110,0,0,29,,02530
2017,acs5,place,"Aurora city, Missouri",7431,6573,3,556,29,,02548
2017,acs5,place,"Auxvasse city, Missouri",1218,1053,3,123,29,,02638
2017,acs5,place,"Ava city, Missouri",2918,2908,10,0,29,,02674
2017,acs5,place,"Avilla town, Missouri",84,84,0,0,29,,02746
2017,acs5,place,"Avondale city, Missouri",499,395,7,41,29,,02800
2017,acs5,place,"Bagnell town, Missouri",38,34,0,2,29,,02962
2017,acs5,place,"Baker village, Missouri",0,0,0,0,29,,03034
2017,acs5,place,"Bakersfield village, Missouri",234,226,0,2,29,,03052
2017,acs5,place,"Baldwin Park village, Missouri",107,107,0,0,29,,03124
2017,acs5,place,"Ballwin city, Missouri",30388,26005,816,639,29,,03160
2017,acs5,place,"Baring city, Missouri",146,140,0,6,29,,03322
2017,acs5,place,"Barnard city, Missouri",250,239,2,3,29,,03340
2017,acs5,place,"Barnett city, Missouri",246,224,5,12,29,,03376
2017,acs5,place,"Barnhart CDP, Missouri",6233,6121,24,56,29,,03394
2017,acs5,place,"Bates City city, Missouri",256,256,0,0,29,,03556
2017,acs5,place,"Battlefield city, Missouri",5986,5147,94,374,29,,03592
2017,acs5,place,"Bel-Nor village, Missouri",1508,731,663,23,29,,04348
2017,acs5,place,"Bel-Ridge village, Missouri",2692,192,2405,57,29,,04366
2017,acs5,place,"Bell City city, Missouri",516,496,1,0,29,,04132
2017,acs5,place,"Bella Villa city, Missouri",853,787,5,39,29,,04114
2017,acs5,place,"Belle city, Missouri",1723,1645,0,61,29,,04150
2017,acs5,place,"Bellefontaine Neighbors city, Missouri",10751,2099,8343,115,29,,04222
2017,acs5,place,"Bellerive Acres city, Missouri",187,97,88,0,29,,04248
2017,acs5,place,"Bellflower city, Missouri",427,392,1,0,29,,04330
2017,acs5,place,"Belton city, Missouri",23299,19108,1040,2187,29,,04384
2017,acs5,place,"Bennett Springs CDP, Missouri",142,142,0,0,29,,04525
2017,acs5,place,"Benton City village, Missouri",170,170,0,0,29,,04834
2017,acs5,place,"Benton city, Missouri",913,834,40,31,29,,04798
2017,acs5,place,"Berger city, Missouri",188,185,0,2,29,,04888
2017,acs5,place,"Berkeley city, Missouri",9014,1531,6977,206,29,,04906
2017,acs5,place,"Bernie city, Missouri",1950,1827,33,27,29,,04960
2017,acs5,place,"Bertrand city, Missouri",832,788,21,5,29,,04996
2017,acs5,place,"Bethany city, Missouri",3034,2739,51,161,29,,05068
2017,acs5,place,"Bethel village, Missouri",93,91,0,0,29,,05104
2017,acs5,place,"Beverly Hills city, Missouri",486,9,469,0,29,,05248
2017,acs5,place,"Bevier city, Missouri",661,615,18,0,29,,05266
2017,acs5,place,"Biehle CDP, Missouri",0,0,0,0,29,,05320
2017,acs5,place,"Big Lake village, Missouri",109,109,0,0,29,,05495
2017,acs5,place,"Big Spring CDP, Missouri",215,157,22,0,29,,05608
2017,acs5,place,"Bigelow village, Missouri",5,5,0,0,29,,05464
2017,acs5,place,"Billings city, Missouri",971,958,6,7,29,,05626
2017,acs5,place,"Birch Tree city, Missouri",558,527,5,20,29,,05734
2017,acs5,place,"Birmingham village, Missouri",203,179,0,24,29,,05824
