Agency,Region,Year,Stops,Indexed
Shrewsbury Police Dept,STL Metro,2016,31,86.1
Shrewsbury Police Dept,STL Metro,2017,44,122.2
Shrewsbury Police Dept,STL Metro,2018,62,172.2
Shrewsbury Police Dept,STL Metro,2019,42,116.7
Shrewsbury Police Dept,STL Metro,2020,9,25.0
Shrewsbury Police Dept,STL Metro,2021,4,11.1
Shrewsbury Police Dept,STL Metro,2022,4,11.1
Shrewsbury Police Dept,STL Metro,2023,10,27.8
St Ann Police Dept,STL Metro,2014,60,100.0
St Ann Police Dept,STL Metro,2015,108,180.0
St Ann Police Dept,STL Metro,2016,188,313.3
St Ann Police Dept,STL Metro,2017,130,216.7
St Ann Police Dept,STL Metro,2018,71,118.3
St Ann Police Dept,STL Metro,2019,90,150.0
St Ann Police Dept,STL Metro,2020,32,53.3
St Ann Police Dept,STL Metro,2021,36,60.0
St Ann Police Dept,STL Metro,2022,63,105.0
St Ann Police Dept,STL Metro,2023,165,275.0
St Ann Police Dept,STL Metro,2024,275,458.3
St Charles County Sheriff's Dept,STL Metro,2014,138,100.0
St Charles County Sheriff's Dept,STL Metro,2015,0,0.0
St Charles County Sheriff's Dept,STL Metro,2016,2,1.4
St Charles County Sheriff's Dept,STL Metro,2017,1,0.7
St Charles County Sheriff's Dept,STL Metro,2018,0,0.0
St Charles County Sheriff's Dept,STL Metro,2019,0,0.0
St Charles County Sheriff's Dept,STL Metro,2020,2,1.4
St Charles County Sheriff's Dept,STL Metro,2021,2,1.4
St Charles County Sheriff's Dept,STL Metro,2022,3,2.2
St Charles County Sheriff's Dept,STL Metro,2023,4,2.9
St Charles County Sheriff's Dept,STL Metro,2024,2,1.4
St Charles Police Dept,STL Metro,2014,212,100.0
St Charles Police Dept,STL Metro,2015,216,101.9
St Charles Police Dept,STL Metro,2016,209,98.6
St Charles Police Dept,STL Metro,2017,150,70.8
St Charles Police Dept,STL Metro,2018,144,67.9
St Charles Police Dept,STL Metro,2019,172,81.1
St Charles Police Dept,STL Metro,2020,68,32.1
St Charles Police Dept,STL Metro,2021,91,42.9
St Charles Police Dept,STL Metro,2022,74,34.9
St Charles Police Dept,STL Metro,2023,165,77.8
St Charles Police Dept,STL Metro,2024,358,168.9
St John Police Dept,STL Metro,2014,30,100.0
St John Police Dept,STL Metro,2015,80,266.7
St John Police Dept,STL Metro,2016,139,463.3
St John Police Dept,STL Metro,2017,143,476.7
St John Police Dept,STL Metro,2018,95,316.7
St John Police Dept,STL Metro,2019,95,316.7
St John Police Dept,STL Metro,2020,18,60.0
St John Police Dept,STL Metro,2021,21,70.0
St John Police Dept,STL Metro,2022,8,26.7
St John Police Dept,STL Metro,2023,1,3.3
St John Police Dept,STL Metro,2024,26,86.7
St Louis City Police Dept,STL Metro,2014,527,100.0
St Louis City Police Dept,STL Metro,2015,644,122.2
St Louis City Police Dept,STL Metro,2016,728,138.1
St Louis City Police Dept,STL Metro,2017,534,101.3
St Louis City Police Dept,STL Metro,2018,736,139.7
St Louis City Police Dept,STL Metro,2019,856,162.4
St Louis City Police Dept,STL Metro,2020,412,78.2
St Louis City Police Dept,STL Metro,2021,616,116.9
St Louis City Police Dept,STL Metro,2022,621,117.8
St Louis City Police Dept,STL Metro,2023,551,104.6
